"sound.files","selec","start","end","SNR"
"Phaethornis-longirostris-154072.wav",62,40.0973791886913,40.221864284993,5.03281806088928
"Phaethornis-longirostris-154072.wav",64,41.3653613508619,41.4824541551491,4.46388477423675
"Phaethornis-longirostris-154072.wav",66,42.851620209142,42.9706631272735,5.07208280952818
"Phaethornis-longirostris-154072.wav",68,44.0527996342735,44.1765137553344,5.10211841757993
"Phaethornis-longirostris-154072.wav",70,45.4367908944387,45.5546546739666,4.53279847029341
"Phaethornis-longirostris-154072.wav",72,46.8777889709367,47.0000971959703,4.15435102961785
"Phaethornis-longirostris-154072.wav",74,48.4914401498841,48.6075352215067,4.05943852309023
"Phaethornis-longirostris-154072.wav",76,49.9854541120567,50.1084426093616,6.5857257078443
"Phaethornis-longirostris-154072.wav",78,52.7818720133264,52.8923888523246,4.91390957320381
"Phaethornis-longirostris-154072.wav",80,54.2176093175933,54.3308472456765,3.80299168190999
"Phaethornis-longirostris-154072.wav",82,55.588902162028,55.7005074366602,4.9346577225568
"Phaethornis-longirostris-154072.wav",84,57.0699909510464,57.183909151401,4.87305746717631
"Phaethornis-longirostris-154072.wav",86,58.3801046425513,58.5081271546636,5.14664304798272
"Phaethornis-longirostris-154072.wav",88,59.8188351448117,59.9215968799174,1.12812359967064
"Phaethornis-longirostris-154072.wav",90,61.1840962417745,61.295656164922,2.92739193138538
"Phaethornis-longirostris-154072.wav",92,62.6786090702794,62.7887630973996,2.98243503932975
"Phaethornis-longirostris-154072.wav",94,64.1021014736633,64.2323915600132,5.65774983563343
"Phaethornis-longirostris-154072.wav",96,65.9565690366418,66.0712128607524,4.68798597209103
"Phaethornis-longirostris-154072.wav",98,67.8486329804794,67.9742972153847,4.41229557022641
"Phaethornis-longirostris-154072.wav",100,69.5315812281273,69.6572454630326,5.68867915400948
"Phaethornis-longirostris-154072.wav",102,71.0731688978044,71.2011007069472,6.33061549793077
"Phaethornis-longirostris-154072.wav",104,72.5345297909559,72.6555681744165,6.45543653700423
"Phaethornis-longirostris-154072.wav",106,74.2758000479944,74.399015302723,4.45867734188009
"Phaethornis-longirostris-154072.wav",108,75.4080905677881,75.5210110354781,5.1828022183689
"Phaethornis-longirostris-154072.wav",110,76.7800183330094,76.8992880085646,3.86185631233339
"Phaethornis-longirostris-154072.wav",112,78.3372976164106,78.4502180841006,4.12302315973938
"Phaethornis-longirostris-154072.wav",114,79.7854158760146,79.9201050563854,5.60411225177202
"Phaethornis-longirostris-154072.wav",116,81.2666407194872,81.3907176524262,3.00333869855389
"Phaethornis-longirostris-154072.wav",118,82.8620152500798,82.9902191681311,5.076660649662
"Phaethornis-longirostris-154072.wav",120,84.5366188245334,84.6655937178255,4.72202404563439
"Phaethornis-longirostris-154072.wav",122,85.9310862776762,86.0603786313616,5.99451373238466
"Phaethornis-longirostris-154072.wav",124,87.3185696021673,87.4343472133967,5.80326193438503
"Phaethornis-longirostris-154072.wav",126,89.0903614084436,89.2195177076747,6.79094342305238
"Phaethornis-longirostris-154072.wav",128,90.337935402476,90.4714454442432,3.14637069880158
"Phaethornis-longirostris-154072.wav",130,91.6676862868782,91.7888153733083,5.96328036398811
"Phaethornis-longirostris-154072.wav",132,92.8821990485266,93.0115367536967,6.32859750408285
"Phaethornis-longirostris-154072.wav",134,94.2343082149115,94.3504032865341,5.57583428821537
"Phaethornis-longirostris-154072.wav",136,95.745147577927,95.8637369812109,4.1013618410465
"Phaethornis-longirostris-154072.wav",138,97.3729937716016,97.4981591401746,5.23292416190541
"Phaethornis-longirostris-154072.wav",140,98.6387537110194,98.7670029805554,5.35626525025259
"Phaethornis-longirostris-154072.wav",142,99.8843775912074,100.010858152838,5.83138123321256
"Phaethornis-longirostris-154072.wav",144,100.934128408753,101.063375410954,6.20979886691792
"Phaethornis-longirostris-154072.wav",146,102.083879250176,102.209316727658,5.69887932398174
"Phaethornis-longirostris-154072.wav",148,103.363335337989,103.492899800583,7.31342651209265
"Phaethornis-longirostris-154072.wav",150,104.633675777367,104.757299195458,2.51076409734668
"Phaethornis-longirostris-154072.wav",152,106.033540057195,106.152582975326,5.09653240460389
"Phaethornis-longirostris-154072.wav",154,107.599300068245,107.720474506159,4.00055061374196
"Phaethornis-longirostris-154072.wav",156,108.684062232019,108.809409006531,3.37913963526328
"Phaethornis-longirostris-154072.wav",158,109.839164548642,109.957708600442,4.00373644824574
"Phaethornis-longirostris-154072.wav",160,111.043382523252,111.154806391945,2.44801197078702
"Phaethornis-longirostris-154072.wav",162,112.350865828641,112.462108291396,3.37483413147113
"Phaethornis-longirostris-154072.wav",164,113.938802715735,114.045600732983,2.78865700895882
"Phaethornis-longirostris-154072.wav",166,115.135174883482,115.250045465017,4.90293425102602
"Phaethornis-longirostris-154072.wav",168,116.589642350952,116.71476236804,5.66864921540883
"Phaethornis-longirostris-154072.wav",170,117.88909844354,118.014535921021,5.46754774807168
"Phaethornis-longirostris-154072.wav",172,119.10610553685,119.221293578777,5.63401816668111
"Phaethornis-longirostris-154072.wav",174,120.496309950426,120.616668061615,5.87725989466895
"Phaethornis-longirostris-154072.wav",176,121.812591443857,121.931589010504,5.75636860746073
"Phaethornis-longirostris-154072.wav",178,123.056990833957,123.180841009472,5.38591629236738
"Phaethornis-longirostris-154072.wav",180,124.280029674738,124.405058988857,5.83045570384389
"Phaethornis-longirostris-154072.wav",182,125.529190970737,125.644560418604,4.96328882963557
"Phaethornis-longirostris-154072.wav",184,126.937581329699,127.050365742934,4.16661293305728
"Phaethornis-longirostris-154072.wav",186,128.183794779188,128.297259464695,0.958705939587495
"Phaethornis-longirostris-154072.wav",188,129.694452736265,129.815219010817,5.60134695058216
"Phaethornis-longirostris-154072.wav",190,131.324475801208,131.433949556056,4.43645602732231
"Phaethornis-longirostris-154072.wav",192,132.973546489746,133.078893259483,4.20625215472617
"Phaethornis-longirostris-154072.wav",194,134.698853024152,134.830775763953,6.31862111012726
"Phaethornis-longirostris-154072.wav",196,141.635498671367,141.732682173848,2.35246075420821
"Phaethornis-longirostris-154072.wav",198,142.576678034417,142.693861541674,4.33492060333082
"Phaethornis-longirostris-154072.wav",200,143.549240624915,143.671730255888,6.12275969308799
"Phaethornis-longirostris-154072.wav",202,144.557041319066,144.682614851002,5.07367930308147
"Phaethornis-longirostris-154072.wav",204,146.325250358047,146.453998493915,1.86466007246001
"Phaethornis-longirostris-154072.wav",206,147.246112255929,147.387422753073,1.82235149724101
"Phaethornis-longirostris-154072.wav",208,148.649967466415,148.736720127403,2.9547637167264
"Phaethornis-longirostris-154072.wav",210,151.387473788992,151.474861370767,2.07818859986246
"Phaethornis-longirostris-154072.wav",212,151.724888835544,151.906879614511,1.50337628681061
"Phaethornis-longirostris-154072.wav",214,155.197996240793,155.30592804516,1.58862522275717
"Phaethornis-longirostris-154072.wav",216,155.535501990315,155.733184383005,1.39672863167539
"Phaethornis-longirostris-154123.wav",2,0.860544962457478,0.984077759177131,4.0966179416065
"Phaethornis-longirostris-154123.wav",4,1.88907192970771,2.01382921728303,4.6690285852302
"Phaethornis-longirostris-154123.wav",6,2.97886879125465,3.10725419988381,4.59025524660391
"Phaethornis-longirostris-154123.wav",8,4.16077457605593,4.28952279679048,4.67781490678683
"Phaethornis-longirostris-154123.wav",10,5.16063938698083,5.2821313656077,3.98251143456031
"Phaethornis-longirostris-154123.wav",12,6.16327064020929,6.29215491548335,4.50042001450345
"Phaethornis-longirostris-154123.wav",14,7.26875912531408,7.39442344315287,3.84776160750242
"Phaethornis-longirostris-154123.wav",16,8.29959901973614,8.42943567678684,4.11334383045619
"Phaethornis-longirostris-154123.wav",18,9.30082437605623,9.43034357251472,3.91387694235264
"Phaethornis-longirostris-154123.wav",20,10.3750203170717,10.4972832714225,3.73159089391351
"Phaethornis-longirostris-154123.wav",22,11.3474021110137,11.4813657557632,4.41479588093488
"Phaethornis-longirostris-154123.wav",24,12.5060879210704,12.6293032571979,5.37746000047366
"Phaethornis-longirostris-154123.wav",26,13.4718483940893,13.5956532998879,4.39827156396049
"Phaethornis-longirostris-154123.wav",28,14.4827336227152,14.6143389887796,3.67908894146262
"Phaethornis-longirostris-154123.wav",30,15.6531201231705,15.786312792196,3.22314017182546
"Phaethornis-longirostris-154123.wav",32,16.854209598044,16.9799646189091,4.70167026984602
"Phaethornis-longirostris-154123.wav",34,17.7958430660548,17.9217794929726,3.79442358313588
"Phaethornis-longirostris-154123.wav",36,18.7335309524195,18.8645013972995,4.28305122253936
"Phaethornis-longirostris-154123.wav",38,20.1031012987306,20.2329379557813,3.83554963657233
"Phaethornis-longirostris-154123.wav",40,21.1279094419007,21.265002341059,3.26312665699555
"Phaethornis-longirostris-154123.wav",42,22.1044182235415,22.2277696142084,4.16816288330151
"Phaethornis-longirostris-154123.wav",44,23.1107683008501,23.2356162914518,5.1954025671315
"Phaethornis-longirostris-154123.wav",46,24.1282294988861,24.2519437016585,4.38029527574722
"Phaethornis-longirostris-154123.wav",48,25.1372099639588,25.2743935661435,4.00196492278003
"Phaethornis-longirostris-154123.wav",50,26.1445124230441,26.2670474864739,4.18545525456504
"Phaethornis-longirostris-154123.wav",52,27.1880960926678,27.3135790044538,4.5268569013594
"Phaethornis-longirostris-154123.wav",54,28.279797717768,28.4058701992253,4.1566773785544
"Phaethornis-longirostris-154123.wav",56,29.2667373474386,29.3981613074503,5.90643609377034
"Phaethornis-longirostris-154123.wav",58,30.301613526533,30.4247835111473,4.72528824581155
"Phaethornis-longirostris-154123.wav",60,31.3406166933262,31.4675508535338,4.70774341858625
"Phaethornis-longirostris-154129.wav",1,0.371383336024636,0.487523768190751,4.37758203135283
"Phaethornis-longirostris-154129.wav",3,1.35678046939175,1.49391864054668,4.40650038719514
"Phaethornis-longirostris-154129.wav",5,2.30013677329314,2.41890759176887,3.30541345332975
"Phaethornis-longirostris-154129.wav",7,3.73655445578285,3.86893072068762,4.04892955987167
"Phaethornis-longirostris-154129.wav",9,4.86612396980967,4.99101723917847,4.23148415111147
"Phaethornis-longirostris-154129.wav",11,6.0380064222308,6.19192464398154,3.93241836955986
"Phaethornis-longirostris-154129.wav",13,7.05646479042047,7.18113130234879,4.36934691684805
"Phaethornis-longirostris-154129.wav",15,8.09746284819426,8.22534931577744,4.42199498616109
"Phaethornis-longirostris-154129.wav",17,9.29247455954475,9.42321817087803,4.69766561525126
"Phaethornis-longirostris-154129.wav",19,10.5662618057194,10.6974589319336,3.57980044962926
"Phaethornis-longirostris-154129.wav",21,11.6188698444459,11.7516089212555,3.61325004103067
"Phaethornis-longirostris-154129.wav",23,12.7435413977583,12.8803167570084,3.94645109558775
"Phaethornis-longirostris-154129.wav",25,13.8072605510686,13.9391379496043,4.62019089834773
"Phaethornis-longirostris-154129.wav",27,14.9717053594418,15.0988662032155,4.74330859304938
"Phaethornis-longirostris-154129.wav",29,16.2164676532345,16.3589119484967,3.42821880530586
"Phaethornis-longirostris-154129.wav",31,17.7252209592386,17.8558285161076,3.26336213376607
"Phaethornis-longirostris-154129.wav",33,18.8994163375527,19.0294343250764,4.16932594475427
"Phaethornis-longirostris-154129.wav",35,19.9664007980059,20.095194295351,4.81207586537066
"Phaethornis-longirostris-154129.wav",37,21.1951993679885,21.334469059084,4.15971836323506
"Phaethornis-longirostris-154129.wav",39,22.214972929333,22.3539251600118,3.40809232983247
"Phaethornis-longirostris-154129.wav",41,23.2898485487151,23.4065331987383,3.83158942107466
"Phaethornis-longirostris-154129.wav",43,24.2561527055934,24.372021028831,2.98538071562025
"Phaethornis-longirostris-154129.wav",45,27.1699858158124,27.2809108268474,2.27077870721005
"Phaethornis-longirostris-154129.wav",47,29.4670386879149,29.5771473721642,3.87416342806436
"Phaethornis-longirostris-154129.wav",49,30.5506217930116,30.671115968035,2.94280102232813
"Phaethornis-longirostris-154129.wav",51,31.9265405903802,32.0393250124271,3.18935915853902
"Phaethornis-longirostris-154129.wav",53,33.0719377737528,33.1983729937169,3.44441988492747
"Phaethornis-longirostris-154129.wav",55,34.2335254383759,34.3516159845302,2.6190948410939
"Phaethornis-longirostris-154129.wav",57,35.4258614119287,35.5503011664166,3.020298900174
"Phaethornis-longirostris-154129.wav",59,36.52005676524,36.644541871216,3.83173521842645
"Phaethornis-longirostris-154129.wav",61,38.1751139718444,38.3000072412132,3.94268739878283
"Phaethornis-longirostris-154129.wav",63,39.2204657724755,39.3387830760702,4.1017621371449
"Phaethornis-longirostris-154129.wav",65,40.5986521442489,40.7286701317726,4.26375342324502
"Phaethornis-longirostris-154129.wav",67,41.7151150782158,41.8457679865728,5.24297982188721
"Phaethornis-longirostris-154129.wav",69,42.8610111279574,42.9926164175645,3.66205564180785
"Phaethornis-longirostris-154129.wav",71,43.9045942205527,44.0376054062908,4.74123968192607
"Phaethornis-longirostris-154129.wav",73,45.1063633036296,45.232934578058,4.6238887452949
"Phaethornis-longirostris-154129.wav",75,46.2637786313479,46.3863136233356,3.92833162647986
"Phaethornis-longirostris-154129.wav",77,47.445502356686,47.5706223834953,4.30003636735723
"Phaethornis-longirostris-154129.wav",79,48.6269539730956,48.7537520049644,3.36627515689417
"Phaethornis-longirostris-154129.wav",81,49.7179747222401,49.8567001954784,2.80103747061532
"Phaethornis-longirostris-154129.wav",83,50.7689047559071,50.8956574362878,4.18599024955488
"Phaethornis-longirostris-154129.wav",85,51.9108098746962,52.0434582485296,4.54786739396703
"Phaethornis-longirostris-154129.wav",87,53.1782025610492,53.3110323408349,4.22538595611307
"Phaethornis-longirostris-154129.wav",89,54.2923525691231,54.4054998030748,4.51480524344007
"Phaethornis-longirostris-154129.wav",91,55.5579311959522,55.6843210644282,4.56644907592174
"Phaethornis-longirostris-154129.wav",93,56.7107660233727,56.8367023769677,3.82888683222701
"Phaethornis-longirostris-154129.wav",95,57.8164353031725,57.9415099784937,1.5639209266446
"Phaethornis-longirostris-154129.wav",97,58.9949844243438,59.1203765600817,2.6615581266557
"Phaethornis-longirostris-154129.wav",99,61.5648264973486,61.6980644405272,4.80516569686701
"Phaethornis-longirostris-154129.wav",101,62.7216522557216,62.8562507435431,6.65186188833085
"Phaethornis-longirostris-154129.wav",103,63.784963245639,63.925412075425,5.10129098923402
"Phaethornis-longirostris-154129.wav",105,64.7667776114465,64.9062740599824,4.16351596100521
"Phaethornis-longirostris-154129.wav",107,66.2112225073293,66.3255488799716,4.53083617976288
"Phaethornis-longirostris-154129.wav",109,67.1879121549818,67.3152544047079,5.04831153559634
"Phaethornis-longirostris-154129.wav",111,68.4080032392499,68.5196085226063,4.13782193570964
"Phaethornis-longirostris-154129.wav",113,69.4948063000014,69.6023299494291,3.90324655537083
"Phaethornis-longirostris-154129.wav",115,72.0192061819332,72.1259588560633,2.5249453802338
"Phaethornis-longirostris-154129.wav",117,75.1856470808513,75.2894065567669,2.03815937348949
"Phaethornis-longirostris-154129.wav",119,77.9421558788624,78.0374799779921,2.50888931892629
"Phaethornis-longirostris-154138.wav",2,1.25265337963767,1.37781875024327,2.72212627016797
"Phaethornis-longirostris-154138.wav",4,8.20839210917492,8.33523548474219,2.05665463626877
"Phaethornis-longirostris-154138.wav",6,9.92190728396403,10.0368685703432,2.52065057102175
"Phaethornis-longirostris-154138.wav",8,12.150842090902,12.2774133575565,3.12842559712791
"Phaethornis-longirostris-154138.wav",10,13.5070329118239,13.6251234506992,2.77912998363734
"Phaethornis-longirostris-154138.wav",12,18.9831794285275,19.0954196257796,2.1916332457067
"Phaethornis-longirostris-154138.wav",14,21.3546539542374,21.4636741960225,2.3111132606638
"Phaethornis-longirostris-154138.wav",16,23.6669901429194,23.7887541521162,2.59439233166722
"Phaethornis-longirostris-154138.wav",18,24.7282149024691,24.8482102037333,2.60805000947912
"Phaethornis-longirostris-154138.wav",20,27.5239525745716,27.6366916381637,2.05497752195278
"Phaethornis-longirostris-154138.wav",22,85.0871418097893,85.2277720369336,7.29894092732369
"Phaethornis-longirostris-154138.wav",24,86.0576182469518,86.1916725087058,3.99166712703922
"Phaethornis-longirostris-154138.wav",26,87.1909972198538,87.3152102092649,3.70289102033508
"Phaethornis-longirostris-154138.wav",28,88.1875054096651,88.3303578595966,5.69951176799831
"Phaethornis-longirostris-154138.wav",30,89.1398866041328,89.2962537967286,8.10197399018064
"Phaethornis-longirostris-154138.wav",32,90.317347220893,90.4815602204717,9.35914706374152
"Phaethornis-longirostris-154138.wav",34,91.5718600114341,91.7291342337389,7.77244117030581
"Phaethornis-longirostris-154138.wav",36,92.7153523655916,92.8607444987083,6.6969013959773
"Phaethornis-longirostris-154138.wav",38,93.6648764164759,93.815347915963,7.1059999824746
"Phaethornis-longirostris-154138.wav",40,94.7034254333001,94.8473209673969,7.68752835271413
"Phaethornis-longirostris-154138.wav",42,95.8033350099394,95.9361194301007,6.11296921952333
"Phaethornis-longirostris-154161.wav",2,1.23342446592978,1.37419076141129,2.07907106978293
"Phaethornis-longirostris-154161.wav",4,2.28299399253246,2.43632265066655,1.9875679892377
"Phaethornis-longirostris-154161.wav",6,3.64830059056959,3.75614170451398,2.79223353312211
"Phaethornis-longirostris-154161.wav",8,4.89882256812402,5.02035983196402,2.7867207659131
"Phaethornis-longirostris-154161.wav",10,6.48331291598058,6.66004294281048,2.21190244451039
"Phaethornis-longirostris-154161.wav",12,7.65265572693522,7.78344469467821,2.55119055187496
"Phaethornis-longirostris-154161.wav",14,9.02145438968084,9.13977169775068,3.06985884324399
"Phaethornis-longirostris-154161.wav",16,10.8886659244553,11.0124254112916,2.75517546490357
"Phaethornis-longirostris-154161.wav",18,12.168031449472,12.2736503404201,2.032260125407
"Phaethornis-longirostris-154161.wav",20,13.5499366927469,13.6453061470181,2.67837137187049
"Phaethornis-longirostris-154161.wav",22,14.7865811144468,14.8917464904977,2.18105454703308
"Phaethornis-longirostris-154161.wav",24,16.1134296492009,16.2214975205939,2.29402261293286
"Phaethornis-longirostris-154161.wav",26,17.3148813148777,17.4517020307535,2.40998778436763
"Phaethornis-longirostris-154161.wav",28,18.4902105224755,18.5896162593318,2.992997105343
"Phaethornis-longirostris-154161.wav",30,20.016923072428,20.1257165676566,3.06078267564796
"Phaethornis-longirostris-154161.wav",32,21.4019575684936,21.5116127420268,2.68198936394523
"Phaethornis-longirostris-154161.wav",34,22.7025475906995,22.78830252915,1.46617748069133
"Phaethornis-longirostris-154161.wav",36,24.8288521862475,24.9425889938555,2.37248744464962
"Phaethornis-longirostris-154161.wav",38,26.0307573668215,26.1291200194143,1.62189950623079
"Phaethornis-longirostris-154161.wav",40,27.3744766557516,27.5011386379301,3.09730454972417
"Phaethornis-longirostris-154161.wav",42,28.7144771225247,28.8510257294622,2.03277613497554
"Phaethornis-longirostris-154161.wav",44,29.8631850056565,29.9740193179225,3.32668325421455
"Phaethornis-longirostris-154161.wav",46,31.0002829074198,31.1223643891365,3.16630293669223
"Phaethornis-longirostris-154161.wav",48,32.3795124128012,32.4987367506654,2.5610409661729
"Phaethornis-longirostris-154161.wav",50,33.5639119183431,33.6774673199922,3.08837705371713
"Phaethornis-longirostris-154161.wav",52,34.7575177762982,34.8750187575531,3.64694785207052
"Phaethornis-longirostris-154161.wav",54,35.965137244577,36.0738400368261,2.92265090633135
"Phaethornis-longirostris-154161.wav",56,37.1364301695896,37.2704844445925,2.25972117974464
"Phaethornis-longirostris-154161.wav",58,38.3709430712727,38.4764259077516,2.78569517624143
"Phaethornis-longirostris-154161.wav",60,39.7962950416998,39.9068572450275,3.40821683171284
"Phaethornis-longirostris-154161.wav",62,41.0071798172385,41.1342953143141,2.49655671391382
"Phaethornis-longirostris-154161.wav",64,42.19488998153,42.3127537747026,3.56952854157643
"Phaethornis-longirostris-154161.wav",66,43.5214664073458,43.6313029868379,3.78174452648739
"Phaethornis-longirostris-154161.wav",68,44.7393806637911,44.858015432289,3.49959405677953
"Phaethornis-longirostris-154161.wav",70,46.1981113306526,46.317471722986,2.38003307123173
"Phaethornis-longirostris-154161.wav",72,47.3308554894028,47.4413723412406,3.7264088798319
"Phaethornis-longirostris-154161.wav",74,49.314302892331,49.4359308591504,3.08111170974368
"Phaethornis-longirostris-154161.wav",76,50.4949835757158,50.6162033791277,3.79034317022766
"Phaethornis-longirostris-154161.wav",78,51.9947573407743,52.1061812224066,2.57960005700111
"Phaethornis-longirostris-154161.wav",80,53.1998371256288,53.3497190705441,2.38921651125297
"Phaethornis-longirostris-154161.wav",82,54.3981141870251,54.5228260551456,2.92017988018789
"Phaethornis-longirostris-154161.wav",84,55.7815613809505,55.9028718873419,2.50097389836556
"Phaethornis-longirostris-154161.wav",86,57.0530810982455,57.1656387671208,2.86766925040257
"Phaethornis-longirostris-154161.wav",88,58.3821518559959,58.5048682585687,2.63337483110626
"Phaethornis-longirostris-154161.wav",90,59.5116760589759,59.6214672869783,2.12194741282656
"Phaethornis-longirostris-154161.wav",92,60.8573001104744,60.9757988245031,2.27016295974035
"Phaethornis-longirostris-154161.wav",94,61.8420170067767,61.9537129973473,3.34663416805677
"Phaethornis-longirostris-154161.wav",96,62.8509062471,62.9697224215568,2.96829821985125
"Phaethornis-longirostris-154161.wav",98,64.0365302428643,64.1491332632294,2.08345661808661
"Phaethornis-longirostris-154161.wav",100,65.1524036474384,65.2640542865193,3.72421927411787
"Phaethornis-longirostris-154161.wav",102,66.4911796239891,66.6042361592513,3.93480259569123
"Phaethornis-longirostris-154161.wav",104,67.6975292505557,67.8109485977357,4.20356671558275
"Phaethornis-longirostris-154161.wav",106,68.9244684534554,69.0424683010972,4.54887980590953
"Phaethornis-longirostris-154161.wav",108,70.185194516197,70.3061875621603,3.73499168429511
"Phaethornis-longirostris-154161.wav",110,71.528278884271,71.6367549190715,4.13665009076345
"Phaethornis-longirostris-154161.wav",112,72.5976216603919,72.7073221854148,4.0316655689476
"Phaethornis-longirostris-154161.wav",114,73.9069191686241,74.0242387439201,3.54011513597435
"Phaethornis-longirostris-154161.wav",116,75.1500035018644,75.2760305631867,3.4825307567375
"Phaethornis-longirostris-154161.wav",118,76.3261943877668,76.4375275664197,3.80402598357699
"Phaethornis-longirostris-154161.wav",120,77.5989385952843,77.7181629331486,3.51862972658883
"Phaethornis-longirostris-154161.wav",122,78.7087802517256,78.8195238610121,3.2111554893016
"Phaethornis-longirostris-154161.wav",124,80.0561730113231,80.1687760316882,4.19476197399547
"Phaethornis-longirostris-154161.wav",126,81.3060600680215,81.418254924979,3.98407711412606
"Phaethornis-longirostris-154161.wav",128,82.5958564356739,82.7063279360221,4.19163290583941
"Phaethornis-longirostris-154161.wav",130,83.9320020258207,84.0434712589427,3.62666159094764
"Phaethornis-longirostris-154161.wav",132,85.002886752592,85.1153083669982,3.32009395217956
"Phaethornis-longirostris-154161.wav",134,86.1525016655183,86.2652407403525,4.79769328749916
"Phaethornis-longirostris-154161.wav",136,87.3915950676631,87.481340937209,2.73296858915572
"Phaethornis-longirostris-154161.wav",138,88.5023437538988,88.6087789716618,4.38597828117296
"Phaethornis-longirostris-154161.wav",140,89.7466525773615,89.8589381372985,4.24973222641352
"Phaethornis-longirostris-154161.wav",142,90.896539599226,91.0069203965948,4.32504050077143
"Phaethornis-longirostris-154161.wav",144,91.9811658273827,92.0658323300799,3.0405084584871
"Phaethornis-longirostris-154161.wav",146,93.5708715965571,93.6756288092005,2.74221771103951
"Phaethornis-longirostris-154161.wav",148,95.6635707382221,95.7722281789815,3.77297495795306
"Phaethornis-longirostris-154161.wav",150,97.0171766519114,97.121571052637,0.62830561242505
"Phaethornis-longirostris-154161.wav",152,99.6720075086626,99.7662431756908,2.55010133379903
"Phaethornis-longirostris-154161.wav",154,100.69967226573,100.788692511441,3.07655008650768
